timestamp,conso_horaire,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,solar_irradiance,hour,dayofweek,month,lag_1,lag_24,rolling_24
2015-10-27 12:00:00+00:00,0.23499999999999943,36.9,28,977.1,4.8,836.4,12,1,10,0.1900000000000004,0.35000000000000003,0.33625
2015-10-27 13:00:00+00:00,0.5350000000000001,37.3,26,976.2,6.7,761.9,13,1,10,0.23499999999999943,0.47,0.33145833333333335
2015-10-27 14:00:00+00:00,0.33000000000000007,37.4,25,975.2,7.5,593.62,14,1,10,0.5350000000000001,0.21999999999999997,0.33416666666666667
2015-10-27 15:00:00+00:00,0.23000000000000043,37.0,24,974.5,8.7,375.2,15,1,10,0.33000000000000007,0.24,0.33874999999999994
2015-10-27 16:00:00+00:00,0.28500000000000014,36.0,25,974.2,7.5,155.52,16,1,10,0.23000000000000043,0.1100000000000001,0.3383333333333334
2015-10-27 17:00:00+00:00,0.3049999999999997,34.4,28,974.1,6.3,10.7,17,1,10,0.28500000000000014,0.20999999999999996,0.34562500000000007
2015-10-27 18:00:00+00:00,0.3249999999999993,33.1,29,975.0,6.8,0.0,18,1,10,0.3049999999999997,0.24,0.34958333333333336
2015-10-27 19:00:00+00:00,0.3800000000000008,31.6,33,975.8,6.4,0.0,19,1,10,0.3249999999999993,0.6649999999999998,0.3531249999999999
2015-10-27 20:00:00+00:00,0.34999999999999964,30.7,32,976.6,7.4,0.0,20,1,10,0.3800000000000008,0.31000000000000005,0.34125000000000005
2015-10-27 21:00:00+00:00,0.3949999999999996,29.7,31,976.8,7.8,0.0,21,1,10,0.34999999999999964,0.7550000000000003,0.3429166666666667
2015-10-27 22:00:00+00:00,0.5250000000000004,29.0,31,976.9,7.3,0.0,22,1,10,0.3949999999999996,0.2599999999999998,0.32791666666666663
2015-10-27 23:00:00+00:00,0.21000000000000085,28.3,31,977.0,7.5,0.0,23,1,10,0.5250000000000004,0.21499999999999986,0.3389583333333333
2015-10-28 00:00:00+00:00,0.5299999999999994,27.9,30,976.4,8.2,0.0,0,2,10,0.21000000000000085,0.20999999999999996,0.33875000000000005
2015-10-28 01:00:00+00:00,0.11999999999999922,27.5,30,976.1,8.7,0.0,1,2,10,0.5299999999999994,0.1850000000000005,0.3520833333333333
2015-10-28 02:00:00+00:00,0.07000000000000028,27.0,30,975.9,8.8,0.0,2,2,10,0.11999999999999922,0.21999999999999975,0.34937499999999994
2015-10-28 03:00:00+00:00,0.125,26.6,30,975.7,8.7,0.0,3,2,10,0.07000000000000028,0.16999999999999993,0.34312499999999996
2015-10-28 04:00:00+00:00,0.06500000000000128,26.2,30,976.1,7.7,0.0,4,2,10,0.125,0.23000000000000043,0.3412499999999999
2015-10-28 05:00:00+00:00,0.20500000000000007,25.7,31,976.9,5.2,0.0,5,2,10,0.06500000000000128,0.29499999999999993,0.33437500000000003
2015-10-28 06:00:00+00:00,0.29999999999999893,26.8,30,977.8,2.1,62.9,6,2,10,0.20500000000000007,0.8799999999999999,0.330625
2015-10-28 07:00:00+00:00,0.16000000000000014,28.2,30,978.3,4.6,220.02,7,2,10,0.29999999999999893,0.35999999999999943,0.30645833333333333
2015-10-28 08:00:00+00:00,0.1349999999999998,30.4,27,978.7,6.7,420.2,8,2,10,0.16000000000000014,0.7700000000000005,0.29812500000000003
2015-10-28 09:00:00+00:00,0.0600000000000005,32.5,25,978.7,7.7,651.75,9,2,10,0.1349999999999998,0.27499999999999947,0.27166666666666667
2015-10-28 10:00:00+00:00,0.129999999999999,34.3,22,977.9,9.0,677.47,10,2,10,0.0600000000000005,0.2400000000000002,0.2627083333333334
2015-10-28 11:00:00+00:00,0.5700000000000003,35.8,20,976.4,10.3,859.17,11,2,10,0.129999999999999,0.1900000000000004,0.258125
2015-10-28 12:00:00+00:00,0.5,36.7,18,975.2,11.1,858.17,12,2,10,0.5700000000000003,0.23499999999999943,0.2739583333333333
2015-10-28 13:00:00+00:00,0.5549999999999997,37.1,17,974.3,11.5,707.05,13,2,10,0.5,0.5350000000000001,0.285
2015-10-28 14:00:00+00:00,0.2400000000000002,37.0,17,973.3,12.3,570.15,14,2,10,0.5549999999999997,0.33000000000000007,0.28583333333333333
2015-10-28 15:00:00+00:00,0.3100000000000023,36.6,17,973.0,13.0,351.15,15,2,10,0.2400000000000002,0.23000000000000043,0.2820833333333333
2015-10-28 16:00:00+00:00,0.17499999999999716,35.3,20,973.4,9.3,140.77,16,2,10,0.3100000000000023,0.28500000000000014,0.2854166666666667
2015-10-28 17:00:00+00:00,0.20000000000000284,33.2,23,973.6,7.7,10.07,17,2,10,0.17499999999999716,0.3049999999999997,0.28083333333333327
2015-10-28 18:00:00+00:00,0.4049999999999976,31.7,25,974.9,7.8,0.0,18,2,10,0.20000000000000284,0.3249999999999993,0.2764583333333334
2015-10-28 19:00:00+00:00,0.745000000000001,30.7,28,975.3,9.2,0.0,19,2,10,0.4049999999999976,0.3800000000000008,0.27979166666666666
2015-10-28 20:00:00+00:00,0.7699999999999996,29.9,29,976.0,10.2,0.0,20,2,10,0.745000000000001,0.34999999999999964,0.295
2015-10-28 21:00:00+00:00,0.4299999999999997,29.1,30,976.0,10.2,0.0,21,2,10,0.7699999999999996,0.3949999999999996,0.3125
2015-10-28 22:00:00+00:00,0.754999999999999,28.4,30,976.2,11.2,0.0,22,2,10,0.4299999999999997,0.5250000000000004,0.31395833333333334
2015-10-28 23:00:00+00:00,0.21000000000000085,27.8,31,975.6,11.7,0.0,23,2,10,0.754999999999999,0.21000000000000085,0.3235416666666666
2015-10-29 00:00:00+00:00,0.21000000000000085,27.1,31,975.3,12.1,0.0,0,3,10,0.21000000000000085,0.5299999999999994,0.3235416666666666
2015-10-29 01:00:00+00:00,0.21999999999999886,26.5,32,975.3,11.0,0.0,1,3,10,0.21000000000000085,0.11999999999999922,0.31020833333333336
2015-10-29 02:00:00+00:00,0.17999999999999972,25.9,33,975.5,10.7,0.0,2,3,10,0.21999999999999886,0.07000000000000028,0.314375
2015-10-29 03:00:00+00:00,0.13000000000000256,25.3,34,976.0,9.9,0.0,3,3,10,0.17999999999999972,0.125,0.3189583333333333
2015-10-29 04:00:00+00:00,0.10999999999999943,24.8,35,975.9,7.6,0.0,4,3,10,0.13000000000000256,0.06500000000000128,0.31916666666666677
2015-10-29 05:00:00+00:00,0.625,24.4,35,976.6,8.4,0.0,5,3,10,0.10999999999999943,0.20500000000000007,0.32104166666666667
2015-10-29 06:00:00+00:00,0.39000000000000057,25.4,33,977.3,7.1,53.03,6,3,10,0.625,0.29999999999999893,0.3385416666666667
2015-10-29 07:00:00+00:00,0.1999999999999993,27.4,31,978.0,9.2,192.57,7,3,10,0.39000000000000057,0.16000000000000014,0.3422916666666667
2015-10-29 08:00:00+00:00,0.14000000000000057,29.5,27,978.6,11.7,370.4,8,3,10,0.1999999999999993,0.1349999999999998,0.34395833333333337
2015-10-29 09:00:00+00:00,0.11499999999999844,31.4,24,978.9,12.3,508.65,9,3,10,0.14000000000000057,0.0600000000000005,0.34416666666666673
2015-10-29 10:00:00+00:00,0.16499999999999915,33.1,22,978.6,11.5,614.17,10,3,10,0.11499999999999844,0.129999999999999,0.3464583333333333
2015-10-29 11:00:00+00:00,0.125,34.3,22,977.7,10.8,675.85,11,3,10,0.16499999999999915,0.5700000000000003,0.34791666666666665
2015-10-29 12:00:00+00:00,0.17999999999999972,35.1,21,976.1,10.2,722.75,12,3,10,0.125,0.5,0.329375
2015-10-29 13:00:00+00:00,0.5950000000000024,35.4,21,975.5,10.0,679.2,13,3,10,0.17999999999999972,0.5549999999999997,0.3160416666666666
2015-10-29 14:00:00+00:00,0.384999999999998,35.5,21,974.6,9.9,526.72,14,3,10,0.5950000000000024,0.2400000000000002,0.3177083333333334
2015-10-29 15:00:00+00:00,0.365000000000002,35.1,21,974.4,9.8,336.35,15,3,10,0.384999999999998,0.3100000000000023,0.32375
2015-10-29 16:00:00+00:00,0.384999999999998,34.0,23,974.2,7.7,141.15,16,3,10,0.365000000000002,0.17499999999999716,0.3260416666666666
2015-10-29 17:00:00+00:00,0.245000000000001,31.8,26,974.2,7.6,10.73,17,3,10,0.384999999999998,0.20000000000000284,0.33479166666666665
2015-10-29 18:00:00+00:00,0.6849999999999987,30.4,27,975.2,8.0,0.0,18,3,10,0.245000000000001,0.4049999999999976,0.3366666666666666
2015-10-29 19:00:00+00:00,0.3100000000000023,29.4,30,975.9,8.0,0.0,19,3,10,0.6849999999999987,0.745000000000001,0.34833333333333333
2015-10-29 20:00:00+00:00,0.2799999999999976,28.5,30,976.7,8.3,0.0,20,3,10,0.3100000000000023,0.7699999999999996,0.3302083333333334
2015-10-29 21:00:00+00:00,0.3100000000000023,27.7,30,976.9,9.0,0.0,21,3,10,0.2799999999999976,0.4299999999999997,0.30979166666666663
2015-10-29 22:00:00+00:00,0.8299999999999983,27.2,30,977.0,9.0,0.0,22,3,10,0.3100000000000023,0.754999999999999,0.30479166666666674
2015-10-29 23:00:00+00:00,0.19000000000000128,26.6,29,976.9,10.5,0.0,23,3,10,0.8299999999999983,0.21000000000000085,0.30791666666666667
2015-10-30 00:00:00+00:00,0.5999999999999979,26.1,28,976.6,11.3,0.0,0,4,10,0.19000000000000128,0.21000000000000085,0.3070833333333334
2015-10-30 01:00:00+00:00,0.11000000000000298,25.5,28,976.4,11.7,0.0,1,4,10,0.5999999999999979,0.21999999999999886,0.32333333333333325
2015-10-30 02:00:00+00:00,0.11499999999999844,24.9,28,976.1,11.1,0.0,2,4,10,0.11000000000000298,0.17999999999999972,0.3187500000000001
2015-10-30 03:00:00+00:00,0.10000000000000142,24.3,27,976.2,10.6,0.0,3,4,10,0.11499999999999844,0.13000000000000256,0.3160416666666667
2015-10-30 04:00:00+00:00,0.125,24.0,27,976.5,10.8,0.0,4,4,10,0.10000000000000142,0.10999999999999943,0.31479166666666664
2015-10-30 05:00:00+00:00,0.24499999999999744,23.7,27,977.1,11.2,0.0,5,4,10,0.125,0.625,0.3154166666666667
2015-10-30 06:00:00+00:00,0.7800000000000011,24.6,26,977.9,13.2,67.93,6,4,10,0.24499999999999744,0.39000000000000057,0.29958333333333326
2015-10-30 07:00:00+00:00,0.254999999999999,26.8,23,978.9,15.3,252.88,7,4,10,0.7800000000000011,0.1999999999999993,0.31583333333333324
2015-10-30 08:00:00+00:00,0.2699999999999996,29.0,20,979.2,16.3,458.45,8,4,10,0.254999999999999,0.14000000000000057,0.31812499999999994
2015-10-30 09:00:00+00:00,0.6600000000000001,31.4,18,979.1,16.1,658.58,9,4,10,0.2699999999999996,0.11499999999999844,0.32354166666666656
2015-10-30 10:00:00+00:00,0.3000000000000007,32.9,17,978.6,16.3,789.65,10,4,10,0.6600000000000001,0.16499999999999915,0.34624999999999995
2015-10-30 11:00:00+00:00,0.22000000000000242,34.0,16,977.8,15.3,890.88,11,4,10,0.3000000000000007,0.125,0.351875
2015-10-30 12:00:00+00:00,1.1249999999999964,34.6,16,976.4,14.3,902.15,12,4,10,0.22000000000000242,0.17999999999999972,0.35583333333333345
2015-10-30 13:00:00+00:00,0.26500000000000057,35.3,16,975.3,13.5,730.9,13,4,10,1.1249999999999964,0.5950000000000024,0.39520833333333333
2015-10-30 14:00:00+00:00,0.3100000000000023,35.1,16,974.9,13.0,583.6,14,4,10,0.26500000000000057,0.384999999999998,0.38145833333333323
2015-10-30 15:00:00+00:00,0.240000000000002,34.7,16,974.6,12.8,382.42,15,4,10,0.3100000000000023,0.365000000000002,0.3783333333333334
2015-10-30 16:00:00+00:00,0.259999999999998,33.5,19,974.4,9.2,158.52,16,4,10,0.240000000000002,0.384999999999998,0.3731250000000001
2015-10-30 17:00:00+00:00,0.21000000000000085,31.4,22,974.6,7.9,10.0,17,4,10,0.259999999999998,0.245000000000001,0.3679166666666667
2015-10-30 18:00:00+00:00,0.259999999999998,30.0,23,975.4,8.2,0.0,18,4,10,0.21000000000000085,0.6849999999999987,0.3664583333333334
2015-10-30 19:00:00+00:00,0.22999999999999687,29.3,25,976.1,9.1,0.0,19,4,10,0.259999999999998,0.3100000000000023,0.34875000000000006
2015-10-30 20:00:00+00:00,0.14500000000000313,28.5,25,976.9,9.6,0.0,20,4,10,0.22999999999999687,0.2799999999999976,0.3454166666666665
2015-10-30 21:00:00+00:00,0.16499999999999915,27.7,25,976.8,10.9,0.0,21,4,10,0.14500000000000313,0.3100000000000023,0.3397916666666667
2015-10-30 22:00:00+00:00,0.23000000000000398,27.0,25,976.7,11.5,0.0,22,4,10,0.16499999999999915,0.8299999999999983,0.33374999999999994
2015-10-30 23:00:00+00:00,0.509999999999998,26.3,24,977.0,11.2,0.0,23,4,10,0.23000000000000398,0.19000000000000128,0.30875000000000014
2015-10-31 00:00:00+00:00,0.1700000000000017,25.7,24,977.0,10.0,0.0,0,5,10,0.509999999999998,0.5999999999999979,0.32208333333333333
2015-10-31 01:00:00+00:00,0.6099999999999994,25.0,25,976.9,9.4,0.0,1,5,10,0.1700000000000017,0.11000000000000298,0.30416666666666686
2015-10-31 02:00:00+00:00,0.09499999999999886,24.3,26,976.8,10.1,0.0,2,5,10,0.6099999999999994,0.11499999999999844,0.325
2015-10-31 03:00:00+00:00,0.134999999999998,23.8,27,976.8,10.2,0.0,3,5,10,0.09499999999999886,0.10000000000000142,0.3241666666666667
2015-10-31 04:00:00+00:00,0.07200000000000273,23.4,27,976.9,10.7,0.0,4,5,10,0.134999999999998,0.125,0.3256249999999999
2015-10-31 05:00:00+00:00,0.1980000000000004,23.1,28,977.2,10.4,0.0,5,5,10,0.07200000000000273,0.24499999999999744,0.3234166666666667
2015-10-31 06:00:00+00:00,0.18999999999999773,24.3,27,977.6,12.9,80.8,6,5,10,0.1980000000000004,0.7800000000000011,0.32145833333333346
2015-10-31 07:00:00+00:00,0.14999999999999858,27.3,24,978.7,13.7,300.17,7,5,10,0.18999999999999773,0.254999999999999,0.296875
2015-10-31 08:00:00+00:00,0.14000000000000057,30.1,20,979.4,15.3,534.8,8,5,10,0.14999999999999858,0.2699999999999996,0.2925
